threat_id,timestamp,source_ip,destination_ip,attack_type,detection_method,confidence,severity,affected_system,response_priority,status
TID-20260413 - 0310,2026-04-13 17:36:09,203.0.113.42,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0311,2026-04-13 17:36:10,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0312,2026-04-13 17:36:16,10.10.10.50,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9988,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0313,2026-04-13 17:36:19,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0314,2026-04-13 17:36:21,172.31.255.1,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0315,2026-04-13 17:36:24,172.16.0.5,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9983,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0316,2026-04-13 17:36:28,10.10.10.50,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0317,2026-04-13 17:36:31,192.168.1.10,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0318,2026-04-13 17:36:33,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0319,2026-04-13 17:36:34,10.10.10.50,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9798,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0320,2026-04-13 17:36:37,172.16.0.5,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9473,High,File Server,P1 - Immediate,Open
TID-20260413 - 0321,2026-04-13 17:36:39,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0322,2026-04-13 17:36:45,192.168.1.45,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9993,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0323,2026-04-13 17:36:51,10.10.10.50,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9791,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0324,2026-04-13 17:36:55,198.51.100.7,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0325,2026-04-13 17:37:06,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0326,2026-04-13 17:37:09,192.168.1.10,10.0.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9456,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0327,2026-04-13 17:37:11,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0328,2026-04-13 17:37:12,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9985,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0329,2026-04-13 17:37:26,192.168.2.101,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9744,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0330,2026-04-13 17:37:30,192.168.2.101,10.0.0.5,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0331,2026-04-13 17:37:32,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0332,2026-04-13 17:37:33,198.51.100.7,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0333,2026-04-13 17:37:35,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9976,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0334,2026-04-13 17:37:36,192.168.1.10,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9993,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0335,2026-04-13 17:37:41,203.0.113.42,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9749,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0336,2026-04-13 17:37:44,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0337,2026-04-13 17:37:45,10.10.10.50,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0338,2026-04-13 17:37:47,203.0.113.42,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9969,High,File Server,P1 - Immediate,Open
TID-20260413 - 0339,2026-04-13 17:37:48,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9984,High,File Server,P1 - Immediate,Open
TID-20260413 - 0340,2026-04-13 17:37:51,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0341,2026-04-13 17:37:57,192.168.2.101,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9986,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0342,2026-04-13 17:37:59,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9992,High,File Server,P1 - Immediate,Open
TID-20260413 - 0343,2026-04-13 17:38:05,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0344,2026-04-13 17:38:08,172.16.0.5,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.997,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0345,2026-04-13 17:38:11,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0346,2026-04-13 17:38:12,172.16.0.5,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0347,2026-04-13 17:38:15,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0348,2026-04-13 17:38:17,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0349,2026-04-13 17:38:18,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0350,2026-04-13 17:38:20,192.0.2.200,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0351,2026-04-13 17:38:25,192.168.2.101,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0352,2026-04-13 17:38:34,203.0.113.42,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0353,2026-04-13 17:38:44,203.0.113.42,10.0.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0354,2026-04-13 17:38:46,192.0.2.200,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9977,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0355,2026-04-13 17:39:04,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0356,2026-04-13 17:39:05,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0357,2026-04-13 17:39:07,10.10.10.50,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9988,High,File Server,P1 - Immediate,Open
TID-20260413 - 0358,2026-04-13 17:39:08,198.51.100.7,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9997,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0359,2026-04-13 17:39:22,198.51.100.7,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9986,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0360,2026-04-13 17:39:28,10.0.0.88,10.0.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9945,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0361,2026-04-13 17:39:32,192.168.1.10,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9975,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0362,2026-04-13 17:39:38,192.168.1.10,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,File Server,P1 - Immediate,Open
TID-20260413 - 0363,2026-04-13 17:39:43,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9958,High,File Server,P1 - Immediate,Open
TID-20260413 - 0364,2026-04-13 17:39:45,198.51.100.7,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0365,2026-04-13 17:39:48,10.0.0.88,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9919,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0366,2026-04-13 17:39:49,10.10.10.50,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,File Server,P1 - Immediate,Open
TID-20260413 - 0367,2026-04-13 17:39:54,10.0.0.88,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0368,2026-04-13 17:39:57,10.10.10.50,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9988,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0369,2026-04-13 17:40:03,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0370,2026-04-13 17:40:04,10.0.0.88,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9972,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0371,2026-04-13 17:40:13,172.16.0.5,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9992,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0372,2026-04-13 17:40:15,192.168.1.45,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0373,2026-04-13 17:40:19,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0374,2026-04-13 17:40:24,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.991,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0375,2026-04-13 17:40:25,192.0.2.200,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,File Server,P1 - Immediate,Open
TID-20260413 - 0376,2026-04-13 17:40:27,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0377,2026-04-13 17:40:30,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0378,2026-04-13 17:40:37,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9982,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0379,2026-04-13 17:40:41,172.16.0.5,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9939,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0380,2026-04-13 17:40:44,10.10.10.50,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9997,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0381,2026-04-13 17:40:48,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0382,2026-04-13 17:40:50,203.0.113.42,10.0.0.5,Probe / Network Sweep,AI -Logistic Regression,0.9813,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0383,2026-04-13 17:40:51,172.31.255.1,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0384,2026-04-13 17:40:54,172.16.0.5,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9989,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0385,2026-04-13 17:40:56,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0386,2026-04-13 17:40:57,192.168.1.45,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9994,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0387,2026-04-13 17:40:59,10.10.10.50,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9945,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0388,2026-04-13 17:41:05,172.16.0.5,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0389,2026-04-13 17:41:08,10.0.0.88,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9905,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0390,2026-04-13 17:41:14,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9953,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0391,2026-04-13 17:41:15,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,File Server,P1 - Immediate,Open
TID-20260413 - 0392,2026-04-13 17:41:17,192.0.2.200,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9767,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0393,2026-04-13 17:41:21,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0394,2026-04-13 17:41:23,10.10.10.50,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9898,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0395,2026-04-13 17:41:24,203.0.113.42,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9643,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0396,2026-04-13 17:41:27,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0397,2026-04-13 17:41:40,203.0.113.42,192.168.0.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0398,2026-04-13 17:41:44,10.10.10.50,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0399,2026-04-13 17:41:49,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0400,2026-04-13 17:41:50,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0401,2026-04-13 17:41:52,172.16.0.5,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0402,2026-04-13 17:41:53,203.0.113.42,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9978,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0403,2026-04-13 17:42:01,192.168.1.45,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0404,2026-04-13 17:42:02,172.16.0.5,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9983,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0405,2026-04-13 17:42:04,192.168.1.10,10.0.0.5,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9975,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0406,2026-04-13 17:42:07,10.10.10.50,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0407,2026-04-13 17:42:16,192.168.1.45,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0408,2026-04-13 17:42:17,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0409,2026-04-13 17:42:22,192.168.1.10,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0410,2026-04-13 17:42:23,192.168.1.10,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0411,2026-04-13 17:42:25,192.168.1.10,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.9966,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0412,2026-04-13 17:42:29,10.10.10.50,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9904,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0413,2026-04-13 17:42:31,192.168.1.10,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0414,2026-04-13 17:42:34,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0415,2026-04-13 17:42:37,198.51.100.7,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9992,High,File Server,P1 - Immediate,Open
TID-20260413 - 0416,2026-04-13 17:42:38,198.51.100.7,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9943,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0417,2026-04-13 17:42:40,10.0.0.88,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0418,2026-04-13 17:42:45,172.16.0.5,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0419,2026-04-13 17:42:46,172.16.0.5,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0420,2026-04-13 17:42:48,192.168.2.101,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0421,2026-04-13 17:42:49,10.10.10.50,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0422,2026-04-13 17:42:52,198.51.100.7,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0423,2026-04-13 17:42:54,192.0.2.200,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0424,2026-04-13 17:42:57,198.51.100.7,172.16.1.1,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.999,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0425,2026-04-13 17:42:58,192.0.2.200,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0426,2026-04-13 17:43:09,172.16.0.5,192.168.0.1,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0427,2026-04-13 17:43:12,192.168.1.10,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9963,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0428,2026-04-13 17:43:16,172.16.0.5,172.16.1.1,Probe / Network Sweep,AI -Logistic Regression,0.945,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0429,2026-04-13 17:43:18,10.10.10.50,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9996,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0430,2026-04-13 17:43:21,172.31.255.1,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0431,2026-04-13 17:43:24,203.0.113.42,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9984,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0432,2026-04-13 17:43:27,10.0.0.88,10.0.0.2,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0433,2026-04-13 17:43:31,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0434,2026-04-13 17:43:33,203.0.113.42,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9993,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0435,2026-04-13 17:43:34,198.51.100.7,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.998,High,File Server,P1 - Immediate,Open
TID-20260413 - 0436,2026-04-13 17:43:36,192.168.2.101,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0437,2026-04-13 17:43:37,172.31.255.1,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9986,High,File Server,P1 - Immediate,Open
TID-20260413 - 0438,2026-04-13 17:43:40,192.168.1.45,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.9895,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0439,2026-04-13 17:43:42,10.0.0.88,172.16.1.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.987,High,File Server,P1 - Immediate,Open
TID-20260413 - 0440,2026-04-13 17:43:45,192.0.2.200,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,File Server,P1 - Immediate,Open
TID-20260413 - 0441,2026-04-13 17:43:47,192.168.1.45,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0442,2026-04-13 17:43:53,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9989,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0443,2026-04-13 17:43:59,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0444,2026-04-13 17:44:02,192.0.2.200,172.16.1.1,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0445,2026-04-13 17:44:03,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9997,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0446,2026-04-13 17:44:05,203.0.113.42,192.168.0.1,Advanced Persistent Threat (APT),AI -Logistic Regression,0.953,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0447,2026-04-13 17:44:09,203.0.113.42,10.0.0.2,DoS / DDoS Attack,AI -Logistic Regression,0.9999,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0448,2026-04-13 17:44:11,10.0.0.88,10.0.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9507,High,File Server,P1 - Immediate,Open
TID-20260413 - 0449,2026-04-13 17:44:15,10.10.10.50,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,0.9996,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0450,2026-04-13 17:44:18,10.0.0.88,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0451,2026-04-13 17:44:20,172.16.0.5,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,Web Server,P1 - Immediate,Open
TID-20260413 - 0452,2026-04-13 17:44:35,192.168.2.101,10.0.0.2,Advanced Persistent Threat (APT),AI -Logistic Regression,0.9804,High,File Server,P1 - Immediate,Open
TID-20260413 - 0453,2026-04-13 17:44:36,172.31.255.1,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9972,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0454,2026-04-13 17:44:39,10.0.0.88,192.168.0.1,Probe / Network Sweep,AI -Logistic Regression,0.9941,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0455,2026-04-13 17:44:41,172.31.255.1,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,0.9954,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0456,2026-04-13 17:44:42,10.0.0.88,10.0.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9995,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0457,2026-04-13 17:44:50,203.0.113.42,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9887,High,Authentication Server,P1 - Immediate,Open
TID-20260413 - 0458,2026-04-13 17:44:52,198.51.100.7,10.0.0.2,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0459,2026-04-13 17:44:55,172.31.255.1,10.0.0.1,DoS / DDoS Attack,AI -Logistic Regression,1.0,High,Admin Workstation,P1 - Immediate,Open
TID-20260413 - 0460,2026-04-13 17:44:59,10.0.0.88,10.0.0.5,Network Reconnaissance / Port Scan,AI -Logistic Regression,0.998,High,Network Gateway,P1 - Immediate,Open
TID-20260413 - 0461,2026-04-13 17:45:02,192.168.2.101,192.168.0.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9999,High,File Server,P1 - Immediate,Open
TID-20260413 - 0462,2026-04-13 17:45:05,198.51.100.7,172.16.1.1,Brute Force / Credential Attack,AI -Logistic Regression,0.9998,High,Database Server,P1 - Immediate,Open
TID-20260413 - 0463,2026-04-13 17:45:07,203.0.113.42,10.0.0.5,Brute Force / Credential Attack,AI -Logistic Regression,1.0,High,Network Gateway,P1 - Immediate,Open
